User_ID,Date,Payment_Type,Total_Fare,Fines
143,2023-03-16,Pay-per-ride,36.38845673172138,0
897,2023-09-11,Pay-per-ride,48.29997514893713,0
440,2023-10-21,Subscription,34.94633545967844,10
4989,2023-09-14,Subscription,24.091364129886763,0
3216,2023-04-27,Pay-per-ride,26.111171187563603,0
4017,2023-03-12,Subscription,23.45244111503015,0
2298,2023-12-08,Subscription,49.78015840407423,5
1937,2023-12-27,Pay-per-ride,8.005785933628495,0
4603,2023-01-11,Pay-per-ride,21.137198878425995,0
4310,2023-02-07,Subscription,45.61986998580804,0
38,2023-04-25,Pay-per-ride,47.15057789184138,0
1944,2023-02-20,Pay-per-ride,27.855842195942028,0
4409,2023-07-27,Subscription,25.52651907578083,0
232,2023-02-26,Pay-per-ride,40.87457650510973,5
1475,2023-01-29,Pay-per-ride,44.70359505590051,0
1242,2023-08-01,Pay-per-ride,29.458930442948034,0
2889,2023-09-11,Subscription,39.704188217505184,0
643,2023-12-24,Subscription,46.32401661245326,0
4773,2023-09-29,Subscription,35.775491585536855,0
1557,2023-01-26,Subscription,44.05678295826356,0
1328,2023-05-29,Pay-per-ride,9.88578265342619,5
3659,2023-09-02,Pay-per-ride,46.66772595319934,0
3407,2023-05-30,Pay-per-ride,41.93378684015716,0
3114,2023-04-03,Subscription,5.279217785286644,0
3478,2023-06-26,Pay-per-ride,45.938659988510736,0
232,2023-06-02,Subscription,11.94937674674667,0
2395,2023-12-12,Pay-per-ride,31.235256171873477,0
851,2023-12-22,Pay-per-ride,18.383227722620973,0
3981,2023-04-17,Pay-per-ride,46.50959921030113,0
3021,2023-12-30,Subscription,15.428624366555123,0
2303,2023-02-01,Subscription,12.051631234112964,5
710,2023-10-13,Subscription,46.25121865093398,0
3214,2023-10-19,Subscription,44.20265399741162,0
4048,2023-05-29,Subscription,29.91142318704614,0
187,2023-05-12,Pay-per-ride,42.26404360134353,0
4834,2023-03-15,Subscription,9.119381362895748,0
2481,2023-03-06,Subscription,7.720898605112114,0
1978,2023-12-09,Pay-per-ride,32.86302737703245,0
2370,2023-12-07,Subscription,30.7903168199404,0
616,2023-05-14,Subscription,39.54104014912906,5
2820,2023-06-08,Subscription,36.67489544926236,0
3695,2023-09-21,Subscription,29.460382867176,0
4566,2023-05-14,Subscription,38.83780986987188,0
2507,2023-11-15,Subscription,21.35379351190604,0
241,2023-09-24,Subscription,15.08746260369723,0
141,2023-07-12,Pay-per-ride,13.898279471873453,0
1432,2023-10-06,Subscription,26.386731611205445,0
2763,2023-07-17,Subscription,21.470867884388834,0
3391,2023-05-29,Subscription,32.92554498009359,10
3056,2023-07-01,Pay-per-ride,14.931417058764437,0
1344,2023-06-03,Pay-per-ride,11.521354165455612,0
818,2023-03-26,Subscription,21.88058586626288,0
4454,2023-12-14,Pay-per-ride,38.786017791319686,0
769,2023-05-24,Subscription,44.923168226899485,0
4772,2023-11-14,Subscription,9.35697190253262,0
2555,2023-05-16,Subscription,31.7527774007319,0
3305,2023-02-03,Subscription,8.591111438001116,5
4273,2023-09-26,Pay-per-ride,8.981830185323453,0
3631,2023-11-09,Pay-per-ride,12.674809579950873,0
1471,2023-08-23,Subscription,44.50749506072693,0
2973,2023-12-04,Pay-per-ride,15.16669023484826,0
1461,2023-12-12,Pay-per-ride,45.32562280269929,0
3785,2023-01-09,Subscription,9.987144693416363,0
4302,2023-11-13,Subscription,7.118089520552863,0
3796,2023-11-23,Subscription,30.151811349933755,0
2950,2023-09-28,Pay-per-ride,11.866549055222045,0
4925,2023-09-15,Pay-per-ride,39.89727606522337,0
1961,2023-06-16,Subscription,34.37585265110593,0
1471,2023-06-01,Pay-per-ride,34.570025735699446,0
1605,2023-06-05,Pay-per-ride,36.81670673367866,0
1442,2023-05-03,Pay-per-ride,21.27229438721166,0
3665,2023-10-30,Subscription,9.640718740736276,0
681,2023-12-14,Subscription,19.16573571060468,0
2150,2023-07-31,Subscription,32.437251206706975,0
1930,2023-06-04,Subscription,33.76083306483331,0
3625,2023-03-18,Subscription,20.746647089829864,0
2153,2023-06-03,Subscription,23.95741051701673,0
3229,2023-06-26,Pay-per-ride,18.774084711601223,0
1209,2023-10-30,Pay-per-ride,27.91860007991949,0
2932,2023-02-20,Subscription,7.36725364302189,0
518,2023-09-24,Subscription,40.53031128903007,0
143,2023-06-18,Subscription,30.78125257827252,5
2875,2023-09-15,Pay-per-ride,8.182601046946276,0
2109,2023-09-06,Subscription,41.24685163257862,0
935,2023-07-23,Pay-per-ride,22.25001791975692,0
1381,2023-10-19,Pay-per-ride,14.714369144891638,0
3921,2023-09-05,Subscription,15.09009889072346,0
4639,2023-02-11,Pay-per-ride,29.831466969359003,0
3772,2023-05-13,Pay-per-ride,33.946820160120595,10
2571,2023-07-23,Pay-per-ride,36.29817396618296,0
2014,2023-06-20,Subscription,15.686223885000269,0
1420,2023-08-17,Subscription,42.6992376365605,0
2219,2023-07-18,Pay-per-ride,35.46168420035893,0
645,2023-10-26,Subscription,25.948910964548396,0
1962,2023-09-17,Subscription,29.73734596033688,0
1746,2023-03-22,Subscription,49.69103090047223,0
4706,2023-02-15,Subscription,40.96463191398376,0
460,2023-05-13,Subscription,25.30623355908165,0
3313,2023-07-23,Subscription,45.67498733861911,0
4969,2023-02-27,Pay-per-ride,46.71477663059851,0
445,2023-08-31,Pay-per-ride,39.38547852891716,0
4285,2023-11-28,Subscription,16.398032992530972,5
3852,2023-02-28,Subscription,24.0409800396895,0
2273,2023-05-09,Pay-per-ride,43.52312976687756,5
2409,2023-05-29,Pay-per-ride,20.428707344507075,0
241,2023-02-26,Pay-per-ride,8.45264368620563,20
620,2023-08-31,Pay-per-ride,10.088170039898756,0
2582,2023-09-02,Pay-per-ride,35.98633286075604,0
3661,2023-02-16,Subscription,28.278155020211333,5
1690,2023-05-06,Pay-per-ride,16.9151879809267,5
257,2023-11-28,Subscription,42.94113098730119,10
4717,2023-09-27,Subscription,24.18188032373685,0
3648,2023-08-05,Subscription,22.216919439142,10
1069,2023-05-03,Pay-per-ride,26.10604597790544,0
2126,2023-10-14,Subscription,20.24834157303913,0
3307,2023-08-11,Pay-per-ride,44.97972579284954,0
2794,2023-08-01,Pay-per-ride,45.28175292915252,0
2881,2023-03-26,Subscription,43.151048110943336,0
3008,2023-04-06,Subscription,7.762883448349605,5
1998,2023-02-21,Subscription,16.485767393598763,0
3554,2023-04-10,Pay-per-ride,24.98182743329319,0
2755,2023-05-01,Pay-per-ride,38.289669388395694,0
3653,2023-09-01,Subscription,48.49574247064525,0
952,2023-05-18,Pay-per-ride,37.5665103284325,0
3490,2023-12-22,Pay-per-ride,7.517459167049475,10
4516,2023-04-09,Subscription,21.53055777589787,0
267,2023-03-25,Pay-per-ride,5.123978895280036,0
3549,2023-04-08,Subscription,31.312743794637093,0
3769,2023-03-18,Pay-per-ride,24.752238663493845,0
4706,2023-08-31,Pay-per-ride,15.839493646083511,0
4995,2023-03-07,Subscription,27.05780629681493,0
2417,2023-04-10,Pay-per-ride,17.418956240929546,0
1904,2023-12-10,Subscription,38.69469066070248,10
3945,2023-10-08,Subscription,47.30311182578828,0
526,2023-06-25,Pay-per-ride,20.14820342009884,0
4801,2023-07-01,Subscription,40.83092810909076,0
3236,2023-07-11,Pay-per-ride,49.289996689742665,0
949,2023-02-03,Pay-per-ride,6.458816753099198,0
4020,2023-04-15,Subscription,9.090068355073296,0
4524,2023-12-10,Subscription,8.182253078341635,0
4115,2023-07-10,Subscription,27.64928779785138,0
442,2023-04-29,Subscription,10.256062738792096,5
1590,2023-05-26,Subscription,12.859274513993244,0
927,2023-09-16,Pay-per-ride,42.73752540679116,0
3122,2023-04-11,Pay-per-ride,29.360156160479463,10
2392,2023-05-12,Pay-per-ride,12.916399113697867,5
1585,2023-04-08,Pay-per-ride,30.50521752881213,0
1944,2023-04-16,Subscription,23.29731708596586,0
1114,2023-11-24,Pay-per-ride,48.78688398089755,10
1011,2023-03-12,Subscription,45.57057760223786,0
4923,2023-12-02,Subscription,46.57571180322997,10
4076,2023-04-07,Subscription,39.61447651610917,0
1548,2023-06-22,Subscription,24.353015512584037,0
4579,2023-07-06,Pay-per-ride,30.50063603831035,0
4133,2023-10-30,Subscription,48.780907905644334,0
2793,2023-03-22,Pay-per-ride,24.452131000353976,0
2488,2023-11-25,Pay-per-ride,43.3463927470261,0
3068,2023-08-12,Pay-per-ride,6.909339672181064,0
338,2023-07-20,Subscription,46.53635888442165,0
3627,2023-05-15,Pay-per-ride,49.09048161499621,0
1096,2023-09-29,Pay-per-ride,13.95591628723509,0
4700,2023-09-12,Subscription,18.016008138462304,0
1591,2023-08-29,Subscription,27.772942271997795,10
3879,2023-10-16,Subscription,36.540908003347305,0
151,2023-08-27,Pay-per-ride,31.51440251964933,0
2356,2023-07-15,Subscription,49.78294502017346,0
516,2023-01-05,Pay-per-ride,16.385283935164857,0
1770,2023-12-14,Pay-per-ride,13.687274944107491,0
2094,2023-12-01,Subscription,39.675351472944975,0
4854,2023-03-03,Pay-per-ride,42.643989648595095,0
4300,2023-09-20,Subscription,21.481000545584184,0
4191,2023-07-16,Subscription,14.523103046458898,0
4878,2023-08-11,Pay-per-ride,41.908018739321165,0
913,2023-11-30,Subscription,31.56098137472521,0
827,2023-05-20,Subscription,15.980649949826958,0
4034,2023-08-19,Pay-per-ride,40.77587865009049,0
2304,2023-08-30,Pay-per-ride,11.830025452828137,0
500,2023-12-28,Pay-per-ride,34.2854346691508,0
4545,2023-11-11,Pay-per-ride,45.93140176213953,0
108,2023-01-06,Subscription,42.33449058413496,0
915,2023-04-27,Subscription,40.61439355990161,0
3515,2023-09-25,Pay-per-ride,12.92305494812294,5
1320,2023-06-13,Pay-per-ride,14.287973500813406,0
2096,2023-07-09,Pay-per-ride,21.230686652245613,5
2738,2023-01-07,Subscription,34.95176549534224,0
689,2023-11-29,Pay-per-ride,26.590952388761437,0
2066,2023-04-08,Subscription,6.3777954680658056,5
3656,2023-01-24,Subscription,22.17724853862492,0
2210,2023-04-15,Pay-per-ride,39.8932262177876,0
2349,2023-04-15,Subscription,20.254984133388504,5
1780,2023-03-09,Subscription,8.438628008060926,0
3346,2023-01-26,Pay-per-ride,20.62124995383469,0
2440,2023-04-21,Pay-per-ride,22.844662585054312,0
4273,2023-08-20,Subscription,20.908907748693768,5
4134,2023-06-03,Subscription,20.99575754903895,0
1415,2023-03-18,Pay-per-ride,6.798401126975574,0
1285,2023-11-25,Pay-per-ride,13.572034748395753,0
833,2023-05-29,Pay-per-ride,25.24587659244989,0
2971,2023-08-17,Subscription,20.869017613226887,0
4503,2023-01-15,Subscription,39.55034427992197,0
4684,2023-04-04,Subscription,34.29905169826091,0
2645,2023-04-03,Subscription,42.11517855733085,5
2009,2023-07-02,Pay-per-ride,9.14942256844273,5
1370,2023-07-12,Pay-per-ride,16.273855826500814,5
1448,2023-03-04,Pay-per-ride,13.539938777212004,5
3378,2023-07-13,Subscription,49.62864412154632,0
2926,2023-06-29,Subscription,41.086128878324736,0
2954,2023-09-01,Pay-per-ride,9.37760122167853,0
539,2023-11-23,Subscription,45.3016089549649,0
235,2023-10-29,Subscription,30.94893906873119,5
66,2023-09-13,Pay-per-ride,20.18878055854146,0
2149,2023-07-28,Pay-per-ride,38.64151933032223,0
3822,2023-07-16,Subscription,9.850067498341064,5
844,2023-02-12,Subscription,17.890172389240934,5
1911,2023-01-07,Pay-per-ride,20.84484750861817,0
10,2023-08-07,Pay-per-ride,18.543135726029742,0
1349,2023-08-20,Pay-per-ride,26.39954155050418,0
4179,2023-09-28,Subscription,34.64608329917182,0
4938,2023-03-17,Pay-per-ride,12.910298563413068,0
819,2023-01-18,Subscription,16.191816201245764,0
3400,2023-01-20,Pay-per-ride,11.64092262354846,5
350,2023-05-26,Pay-per-ride,40.509949426311074,0
3357,2023-06-02,Pay-per-ride,23.119855619262,0
3944,2023-06-03,Subscription,38.572511357112965,0
3987,2023-11-21,Pay-per-ride,20.64971497002518,5
1405,2023-09-17,Subscription,39.6838514414367,20
204,2023-06-10,Subscription,48.2918223489937,5
1894,2023-10-06,Pay-per-ride,20.53437599094575,0
4387,2023-11-06,Pay-per-ride,10.928970514619056,0
2463,2023-03-27,Pay-per-ride,9.456713029796616,20
3183,2023-11-28,Pay-per-ride,36.05495250780554,0
2952,2023-06-23,Subscription,43.954073619256974,0
1935,2023-01-08,Pay-per-ride,27.572703403740007,0
1184,2023-09-02,Subscription,19.195476580599664,0
2968,2023-09-17,Subscription,20.09738506101504,0
2545,2023-12-03,Subscription,11.509670010307886,0
4077,2023-06-16,Subscription,49.2452996900063,20
4398,2023-05-14,Pay-per-ride,40.04509638398015,0
3971,2023-05-31,Pay-per-ride,7.422590444245277,5
4976,2023-03-08,Subscription,31.42200340504338,0
3251,2023-09-30,Subscription,21.589414607175428,0
4981,2023-12-08,Pay-per-ride,43.86889548666812,0
1997,2023-01-08,Subscription,42.18026601674506,5
2249,2023-09-14,Subscription,15.24038773093701,0
3399,2023-04-16,Subscription,40.45502401145266,0
4605,2023-06-01,Subscription,22.795637268067345,0
4049,2023-10-05,Subscription,42.00423693216465,0
2076,2023-03-17,Pay-per-ride,22.623211245213145,0
4391,2023-11-06,Subscription,23.02983407267688,0
2843,2023-09-06,Subscription,23.10410287889659,0
2418,2023-08-06,Pay-per-ride,7.989007137942044,5
4387,2023-05-24,Subscription,23.148543181420887,0
1731,2023-07-19,Subscription,20.999399287445925,0
1307,2023-08-10,Pay-per-ride,25.38662759057313,0
3129,2023-09-29,Pay-per-ride,14.903089254380625,0
117,2023-11-19,Subscription,44.69319018294746,0
2684,2023-05-17,Subscription,29.118865365120406,0
1488,2023-04-25,Subscription,10.94501038978633,0
3486,2023-10-03,Subscription,32.400487652608575,10
992,2023-11-17,Subscription,31.011273890483544,0
2030,2023-11-14,Subscription,42.78115763815939,0
1287,2023-03-30,Subscription,14.11563081393453,0
2596,2023-12-17,Pay-per-ride,6.23210578101434,5
2930,2023-06-17,Subscription,20.84023702740062,0
4829,2023-01-20,Subscription,21.18487665186077,0
3792,2023-04-07,Pay-per-ride,41.988022286807976,0
470,2023-08-01,Subscription,7.951901829954746,5
240,2023-06-29,Pay-per-ride,24.69109414803184,0
781,2023-04-24,Pay-per-ride,12.53302639896299,0
3230,2023-06-19,Pay-per-ride,21.371508684154858,0
1846,2023-10-14,Pay-per-ride,46.59125102907724,0
2900,2023-06-12,Subscription,34.03913095757185,0
871,2023-09-26,Pay-per-ride,41.84664039445258,0
1469,2023-10-08,Subscription,25.516502418568383,5
1426,2023-12-21,Subscription,32.53643730986401,0
4924,2023-01-28,Pay-per-ride,38.57064123104932,0
3347,2023-05-06,Subscription,5.679687357222352,0
1285,2023-01-19,Subscription,43.84571909851592,0
4547,2023-10-23,Subscription,42.6383842818981,0
2077,2023-09-09,Subscription,34.4399547641938,5
3421,2023-04-02,Subscription,23.338383121379707,0
4766,2023-03-22,Subscription,15.58182573036857,0
2950,2023-05-26,Subscription,35.60248637702365,0
4181,2023-08-26,Pay-per-ride,27.073500206958958,0
2839,2023-02-18,Pay-per-ride,40.23672252629972,5
4195,2023-12-03,Subscription,14.472460399228114,0
4242,2023-10-17,Subscription,27.664351781072533,0
4847,2023-06-10,Subscription,20.765383400683778,0
1731,2023-01-24,Pay-per-ride,38.19955139214673,0
1259,2023-10-15,Pay-per-ride,38.41339376499996,10
1301,2023-05-28,Subscription,34.12985591002247,0
834,2023-08-03,Pay-per-ride,12.036264137502933,0
1275,2023-08-31,Pay-per-ride,45.2142794014536,0
3347,2023-09-16,Subscription,46.52223220985902,0
434,2023-10-05,Pay-per-ride,48.90713790596418,0
2192,2023-01-07,Subscription,48.16008931759163,0
398,2023-04-11,Subscription,21.76806543385754,0
4307,2023-06-10,Pay-per-ride,47.77201045024794,0
2788,2023-01-14,Pay-per-ride,27.502417979530087,0
2875,2023-09-20,Pay-per-ride,24.447285772559464,0
2903,2023-05-17,Subscription,45.09911586931337,0
4184,2023-11-23,Pay-per-ride,40.93139311109587,0
4878,2023-06-14,Pay-per-ride,33.64852070195809,0
394,2023-01-20,Subscription,14.68790078531592,0
3711,2023-07-09,Pay-per-ride,15.12275930988016,0
3518,2023-07-17,Subscription,29.347877947749254,0
1913,2023-07-14,Subscription,7.0187930253352455,0
1972,2023-10-09,Pay-per-ride,15.102695042964596,0
1332,2023-10-30,Pay-per-ride,45.84147220165714,0
4298,2023-07-08,Subscription,29.45457679035539,0
1283,2023-04-09,Pay-per-ride,35.17666302468989,5
292,2023-01-02,Subscription,21.34334839464706,20
2370,2023-12-12,Subscription,30.77596869790633,0
1570,2023-03-11,Pay-per-ride,35.12431965140413,0
3850,2023-10-29,Subscription,32.356953685747115,0
4627,2023-11-05,Subscription,25.91507410595174,5
3249,2023-05-24,Pay-per-ride,45.419028451694935,0
316,2023-07-03,Subscription,25.065586362391468,0
1666,2023-05-15,Subscription,46.85730427186115,0
1331,2023-09-28,Subscription,22.96895245727794,5
4260,2023-03-22,Subscription,46.65202929186879,0
2103,2023-12-16,Subscription,40.505912053188425,0
1468,2023-11-25,Pay-per-ride,11.848513047019036,0
4372,2023-02-09,Pay-per-ride,17.08344034081849,20
520,2023-02-04,Subscription,11.220239660655228,0
2089,2023-02-27,Subscription,48.59293765840149,0
2160,2023-05-29,Subscription,30.08961136101452,0
2486,2023-12-20,Subscription,10.922942428009916,0
4222,2023-12-21,Subscription,37.43286336317387,5
4396,2023-03-13,Pay-per-ride,42.37706744156401,0
2716,2023-11-07,Pay-per-ride,40.663497213782016,0
1382,2023-04-15,Subscription,24.28483864167953,0
2275,2023-03-29,Subscription,23.470323129579057,0
132,2023-01-01,Subscription,34.17649236168785,10
2551,2023-08-04,Subscription,18.596709077199517,0
4308,2023-05-27,Subscription,45.07841557940605,0
960,2023-07-26,Subscription,19.05502943952966,0
3014,2023-01-18,Pay-per-ride,16.17190912977766,0
2656,2023-06-05,Subscription,22.03318757873867,0
3312,2023-10-24,Subscription,20.15864151341613,0
3918,2023-11-01,Subscription,26.771371206212194,0
4023,2023-06-04,Subscription,34.98221141546983,0
501,2023-06-01,Subscription,16.459049538629024,0
417,2023-08-29,Subscription,23.299751611107613,0
4642,2023-08-10,Subscription,32.88960617872192,0
2394,2023-03-27,Subscription,29.87800857142538,0
3967,2023-01-14,Subscription,23.934988388634657,5
2861,2023-02-14,Pay-per-ride,47.66772376382365,0
408,2023-07-31,Subscription,15.83449430444139,0
3758,2023-07-18,Subscription,44.10258793230423,0
2619,2023-08-08,Subscription,28.14296391555957,0
560,2023-12-20,Subscription,14.887539161979548,5
3024,2023-12-30,Subscription,33.24477436322249,0
4991,2023-01-16,Pay-per-ride,33.433928880134935,10
1199,2023-04-28,Subscription,9.367680082376715,0
1679,2023-11-16,Subscription,19.07072544839411,0
3674,2023-03-08,Subscription,5.792168922404257,0
3823,2023-10-27,Subscription,38.81228982012391,0
3210,2023-01-29,Pay-per-ride,43.89130548664767,0
2061,2023-10-07,Pay-per-ride,13.031200300038316,0
889,2023-06-30,Pay-per-ride,19.21955332718713,0
296,2023-01-27,Subscription,35.628112090653445,0
819,2023-12-28,Pay-per-ride,18.320477541679864,0
764,2023-03-16,Subscription,40.18589869088597,0
1344,2023-07-30,Pay-per-ride,19.09130963281848,0
2427,2023-06-08,Pay-per-ride,25.19621461737036,0
819,2023-02-26,Pay-per-ride,27.49128776782048,0
524,2023-09-03,Pay-per-ride,20.054412093461643,0
2193,2023-01-25,Subscription,28.114398960716677,0
861,2023-10-07,Pay-per-ride,33.92429582331698,0
1775,2023-10-12,Subscription,36.56355386777424,0
409,2023-06-12,Subscription,26.22447393916169,0
2084,2023-09-04,Pay-per-ride,7.244528510431786,0
3268,2023-02-12,Pay-per-ride,24.54151938971807,0
4145,2023-03-27,Subscription,14.845578760635153,0
1311,2023-12-13,Subscription,35.147707279836496,0
2764,2023-07-24,Pay-per-ride,32.41752760168983,0
4429,2023-11-07,Subscription,44.59398036476013,0
4008,2023-03-23,Pay-per-ride,23.48306869351265,0
2381,2023-12-01,Subscription,45.97316665479457,0
3535,2023-08-04,Subscription,12.592467010444697,0
1770,2023-05-24,Subscription,16.23689865022041,10
4540,2023-02-21,Subscription,34.24214013274449,0
4878,2023-05-26,Subscription,36.63726143995098,0
791,2023-05-14,Pay-per-ride,47.92145801122417,0
601,2023-08-27,Pay-per-ride,10.980192109183658,0
4684,2023-12-29,Subscription,5.344404297017375,0
616,2023-05-30,Pay-per-ride,24.302847745144405,0
39,2023-09-20,Subscription,41.30025523139838,0
4583,2023-01-08,Subscription,28.52341104283058,0
4757,2023-09-07,Pay-per-ride,30.210514985372274,0
4862,2023-09-28,Pay-per-ride,31.149077721613764,0
78,2023-06-27,Pay-per-ride,12.575007628400286,0
3057,2023-02-05,Subscription,25.635809201513343,0
1768,2023-05-28,Subscription,18.727619064060963,0
3309,2023-02-22,Pay-per-ride,29.586728976749924,5
3948,2023-02-23,Subscription,11.262314788064456,0
1146,2023-07-22,Pay-per-ride,49.04647354907805,0
4445,2023-04-05,Pay-per-ride,31.72522154293681,0
4768,2023-01-16,Subscription,11.2989194982355,0
2107,2023-08-30,Subscription,41.26089169225683,0
4075,2023-07-21,Subscription,37.0934983319227,0
3218,2023-01-05,Subscription,15.246326032095544,0
589,2023-02-22,Subscription,48.18098379912863,0
546,2023-08-18,Subscription,11.462102072317576,0
176,2023-03-22,Pay-per-ride,43.22918462271977,0
2121,2023-07-22,Pay-per-ride,36.44099494151305,0
3960,2023-04-04,Subscription,33.66691265275907,0
1163,2023-04-07,Pay-per-ride,5.263905731811925,0
4626,2023-08-23,Subscription,45.20431511823779,5
100,2023-02-23,Subscription,10.859119483549858,0
11,2023-12-24,Subscription,39.01325013399361,0
4980,2023-03-18,Subscription,32.586358349314224,0
4657,2023-10-20,Subscription,28.93342438393152,0
355,2023-02-03,Subscription,41.43118016959344,0
1970,2023-06-07,Pay-per-ride,12.042880039714287,0
68,2023-04-12,Subscription,7.8066876305706465,0
4112,2023-05-19,Pay-per-ride,16.67042709037186,10
2625,2023-10-11,Pay-per-ride,37.04685051137971,0
4145,2023-08-13,Subscription,6.660216646489407,20
1654,2023-02-15,Pay-per-ride,30.755665293249788,5
998,2023-01-15,Subscription,26.624930006414047,0
1277,2023-07-28,Subscription,23.92204388488964,0
2655,2023-01-02,Subscription,42.175561115479006,0
4502,2023-12-14,Pay-per-ride,46.57722912156186,0
1176,2023-04-19,Subscription,45.94698723113852,0
1457,2023-09-18,Pay-per-ride,29.2565621097902,0
2037,2023-09-03,Subscription,17.12190533673384,0
1375,2023-07-05,Pay-per-ride,7.628622765142436,10
1650,2023-07-20,Pay-per-ride,45.81855605101784,0
3129,2023-03-30,Subscription,37.46306058043002,0
1680,2023-12-12,Subscription,41.394236916680775,0
102,2023-07-30,Subscription,8.351589804984483,0
722,2023-11-13,Subscription,48.48665219927216,0
1678,2023-09-27,Subscription,9.372353577107909,0
996,2023-06-01,Subscription,28.98872450254629,0
3021,2023-02-07,Pay-per-ride,17.867697456104747,0
234,2023-06-11,Pay-per-ride,21.641376423596764,10
3365,2023-12-01,Pay-per-ride,5.167580421666484,0
355,2023-08-31,Pay-per-ride,15.18921660062545,0
3730,2023-07-11,Subscription,14.478421186530683,0
3538,2023-01-12,Subscription,6.831331021356711,0
2225,2023-10-18,Subscription,26.607585244439164,0
4178,2023-04-14,Pay-per-ride,38.39338057383737,0
2843,2023-10-30,Subscription,29.605165500490408,0
2311,2023-05-08,Subscription,45.58426805109642,0
4001,2023-01-18,Pay-per-ride,21.37607442804535,0
1812,2023-08-30,Subscription,16.17382849527109,0
1516,2023-01-25,Subscription,14.94607383664434,0
858,2023-02-08,Pay-per-ride,49.18330068494553,0
3599,2023-09-28,Subscription,39.03600603325881,0
1345,2023-12-23,Subscription,27.51852955015422,0
2604,2023-11-25,Subscription,38.975894328310815,0
2237,2023-10-27,Subscription,15.735817209236703,0
2075,2023-10-02,Subscription,31.68668798200852,0
4603,2023-02-14,Pay-per-ride,40.16523542416673,0
3007,2023-12-20,Pay-per-ride,39.46176770854646,5
3576,2023-09-22,Pay-per-ride,7.445568663457823,0
922,2023-01-13,Subscription,48.435914868373466,0
2961,2023-03-21,Subscription,13.82677521767492,0
526,2023-11-03,Subscription,28.43825361605176,0
2528,2023-02-23,Pay-per-ride,30.17583692003861,0
4076,2023-08-02,Pay-per-ride,22.875639690728885,5
